gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
KIF5C,6889.391039,0.787299793,1.033276092,0.761945233,0.446092692,0.999938054
MALT1,219.7861685,0.360089232,0.472593563,0.761942735,0.446094183,0.999938054
ZNF77,79.57017047,-0.526300648,0.690741208,-0.761936079,0.446098155,0.999938054
COX18,266.1498155,0.352358482,0.462506785,0.761845001,0.446152519,0.999938054
SNORA40,29.54072172,-0.698776044,0.917259675,-0.761808311,0.446174419,0.999938054
ANKRD11,1080.445568,0.458417203,0.601864949,0.76166124,0.446262214,0.999938054
RNF141,1932.973394,-0.382092112,0.501694315,-0.761603432,0.446296726,0.999938054
KIFC3,930.81543,0.333872803,0.438464485,0.761459171,0.446382857,0.999938054
SLC44A1,1289.639401,-0.349538987,0.459088801,-0.761375547,0.446432788,0.999938054
PHKA2,195.4947428,0.5157836,0.677449995,0.761360401,0.446441833,0.999938054
GPR65,48.94272469,1.170732327,1.53776999,0.76131823,0.446467014,0.999938054
LIMK1,2483.007381,0.297535485,0.390869388,0.761214599,0.4465289,0.999938054
ZDBF2,194.5170983,-0.682703601,0.897272546,-0.760865362,0.446737489,0.999938054
TGM1,13.42721162,0.954743628,1.254955632,0.760778791,0.446789204,0.999938054
AGO4,152.586489,0.421004196,0.553393469,0.760768276,0.446795486,0.999938054
TMEM260,131.6161752,-0.370474322,0.487016678,-0.760701508,0.446835374,0.999938054
PEAK3,19.17777426,1.296664683,1.705210792,0.760413134,0.447007675,0.999938054
ZCCHC17,1068.077859,0.287247656,0.37782013,0.760276208,0.4470895,0.999938054
JPT2,383.7245797,0.41645203,0.547802611,0.76022279,0.447121424,0.999938054
TMEM209,214.4014857,-0.511775032,0.673434205,-0.759948082,0.447285619,0.999938054
ZNF519,70.8442737,0.647419443,0.852039663,0.759846603,0.447346282,0.999938054
CRYM,268.9230433,1.159819144,1.526520004,0.759779853,0.447386188,0.999938054
FBXW7,394.9422654,0.424435137,0.558756632,0.759606442,0.447489867,0.999938054
DNAAF9,581.4596617,0.417978095,0.550285548,0.759565824,0.447514154,0.999938054
RAB11A,2047.753785,-0.367444914,0.483776233,-0.75953486,0.447532669,0.999938054
SMG1P2,63.45407076,0.739575124,0.973767661,0.759498547,0.447554383,0.999938054
ZGLP1,56.04660385,-0.619738738,0.816050291,-0.759436943,0.447591221,0.999938054
USP32P2,58.65909925,-1.23149115,1.621766112,-0.759351882,0.447642089,0.999938054
MAN2A1,139.3356133,1.170465219,1.541462445,0.759321268,0.447660398,0.999938054
MDH1,2467.899698,0.242828021,0.319833597,0.759232372,0.447713564,0.999938054
CYB561A3,369.5074743,0.403467997,0.531514679,0.759090977,0.447798136,0.999938054
ZNF268,179.7814117,-0.365273222,0.481268106,-0.758980736,0.44786408,0.999938054
MRO,1004.59275,-0.597872066,0.788044807,-0.758677756,0.448045346,0.999938054
SYCP2,26.5513015,-0.936568914,1.234522502,-0.758648718,0.448062721,0.999938054
SKP2,80.91147571,-0.710408024,0.936501425,-0.758576554,0.448105902,0.999938054
MYBPHL,19.02282396,-1.81423776,2.391779394,-0.758530559,0.448133426,0.999938054
LGI3,405.7495773,-0.777335581,1.024826212,-0.75850478,0.448148853,0.999938054
MYLK,514.9374291,0.404231801,0.533013403,0.758389562,0.448217805,0.999938054
RTF1,1217.575506,-0.30363217,0.400370664,-0.758377666,0.448224925,0.999938054
POLB,374.4625503,0.331457082,0.437076574,0.758350142,0.448241397,0.999938054
MYH9,4135.613962,0.461023012,0.607983448,0.758282177,0.448282075,0.999938054
CLIC2,83.26646942,-0.795230904,1.048833573,-0.758205042,0.448328243,0.999938054
ROBO3,378.96878,0.495948432,0.654383872,0.757886086,0.448519181,0.999938054
MRRF,277.8946732,0.372190729,0.491093829,0.757881095,0.448522169,0.999938054
SFTPD,26.90503577,-1.423954821,1.878876017,-0.757875884,0.448525289,0.999938054
TNPO2,4199.214599,0.359556739,0.474507859,0.757746646,0.448602668,0.999938054
ZNF275,852.5974479,-0.380847222,0.502615003,-0.757731505,0.448611734,0.999938054
KDM5B,791.1965358,-0.316019535,0.417190269,-0.757494981,0.448753372,0.999938054
NDUFA4L2,1259.758537,0.83456924,1.101866267,0.757414275,0.448801707,0.999938054
LINC02693,358.4306372,-0.499698547,0.659969183,-0.757154363,0.448957388,0.999938054
C2orf72,1286.860866,0.329220228,0.434885916,0.757026651,0.449033896,0.999938054
TMEM154,22.79157605,-1.088347544,1.437695211,-0.757008534,0.44904475,0.999938054
KCNMB4,549.3459004,0.357725221,0.472597056,0.756934932,0.449088846,0.999938054
TBL1XR1,873.7104426,-0.276800675,0.365705176,-0.7568957,0.449112352,0.999938054
RBM18,457.2216076,-0.414731305,0.548004252,-0.756803079,0.449167848,0.999938054
CIMAP3,243.8631572,0.799684664,1.056964505,0.756586111,0.449297865,0.999938054
ST13,6991.449389,-0.341106722,0.450896172,-0.756508356,0.449344464,0.999938054
NTRK3,957.0796248,-0.467693768,0.618313593,-0.756402209,0.449408084,0.999938054
SWSAP1,41.49525018,0.565832577,0.748220321,0.756237917,0.449506563,0.999938054
STOML1,487.3875666,-0.465391799,0.615502943,-0.756116285,0.449579479,0.999938054
ZMYND15,135.9785617,0.508400002,0.672387066,0.756112108,0.449581983,0.999938054
FAM13A-AS1,20.47369945,0.943348288,1.247785892,0.756017754,0.449638551,0.999938054
ID1,2597.420345,-0.511723793,0.676976756,-0.755895662,0.449711755,0.999938054
LYSMD4,74.3341607,-0.561078839,0.742301537,-0.755863771,0.449730877,0.999938054
AGXT,25.83976706,2.137029567,2.827925533,0.755688062,0.449836243,0.999938054
SNORD35A,21.64050941,1.272077743,1.683555875,0.755589857,0.449895139,0.999938054
FBXO9,766.1797444,0.276558837,0.366110591,0.755396987,0.450010821,0.999938054
ITFG2,359.6026986,-0.42435041,0.561898429,-0.755208394,0.450123953,0.999938054
FAM181B,4100.552696,-0.550356291,0.728863979,-0.75508779,0.450196309,0.999938054
CLVS2,25.84939536,-1.394400525,1.846783713,-0.755042681,0.450223374,0.999938054
KCNIP4,117.4157272,0.723837878,0.95885011,0.754902013,0.450307778,0.999938054
RNF208,859.5880852,0.540518209,0.716017766,0.754894969,0.450312005,0.999938054
MTUS2,21.2481367,1.551992252,2.056321277,0.754742107,0.450403737,0.999938054
DNAJC9-AS1,19.30828788,-0.768051681,1.017853471,-0.754579812,0.450501141,0.999938054
DDI2,31.35224176,-0.773743367,1.025459344,-0.75453344,0.450528973,0.999938054
THAP12,452.7935179,-0.348370412,0.461818588,-0.754344717,0.450642258,0.999938054
PLXND1,1101.636594,0.488616211,0.647772089,0.754302661,0.450667505,0.999938054
D2HGDH,374.7681907,0.311965938,0.413645755,0.754186244,0.450737397,0.999938054
GTF2IP4,356.020488,-0.496462988,0.658374904,-0.754073379,0.450805161,0.999938054
ZNF248,182.0925126,-0.504416208,0.668937091,-0.754056271,0.450815434,0.999938054
CDK11A,311.9960285,0.591820083,0.784909007,0.753998334,0.450850222,0.999938054
AKAP7,315.2358167,-0.379987976,0.504014052,-0.753923378,0.450895232,0.999938054
TTLL11,80.89328762,0.530813302,0.704073385,0.75391758,0.450898714,0.999938054
PEX11B,577.6495158,-0.358244104,0.475234975,-0.753825208,0.450954185,0.999938054
NDFIP2,749.793513,-0.250563492,0.332418538,-0.753759082,0.450993898,0.999938054
RIN3,652.5888369,0.326900986,0.433758707,0.753647088,0.451061162,0.999938054
FNDC8,48.78152233,0.704385843,0.934829359,0.753491358,0.451154703,0.999938054
CLCC1,460.1787589,-0.426399264,0.565921731,-0.753459783,0.45117367,0.999938054
WDR37,430.6804067,0.501905309,0.666284982,0.753289242,0.451276122,0.999938054
QPCTL,265.5770396,0.642451348,0.852868061,0.753283395,0.451279635,0.999938054
STARD3,1074.719798,0.334065384,0.443702878,0.752903352,0.451507994,0.999938054
POGK,1334.373482,-0.360113855,0.478322933,-0.752867633,0.45152946,0.999938054
CNTROB,761.2098649,0.232769283,0.309198846,0.752814203,0.45156157,0.999938054
PRR34-AS1,69.61533666,0.872768417,1.159347054,0.752810311,0.45156391,0.999938054
CCDC73,51.250678,-0.724448301,0.962460061,-0.752704793,0.451627329,0.999938054
SPATA33,142.476464,0.403642993,0.53632575,0.752607895,0.451685572,0.999938054
BNIP2,319.6703926,-0.281443934,0.374009742,-0.752504285,0.451747854,0.999938054
MIR497HG,450.3361101,0.358428016,0.476371176,0.752413315,0.451802542,0.999938054
ZCWPW2,32.77173644,0.968851288,1.287775961,0.752344598,0.451843854,0.999938054
AOC3,16.0532857,1.56422615,2.080159056,0.7519743,0.452066514,0.999938054
C1GALT1C1L,11.35575302,-1.850381349,2.462059942,-0.751558204,0.452316786,0.999938054
NFE2L3P2,27.41116176,0.968954381,1.289301231,0.751534519,0.452331034,0.999938054
SLC25A33,455.3861003,0.456163021,0.606988582,0.75151829,0.452340798,0.999938054
POLR1E,572.4436681,-0.334345206,0.444971038,-0.751386445,0.452420118,0.999938054
DOCK5,28.19941248,0.994424588,1.32369244,0.751250485,0.452501922,0.999938054
KLHL41,18.87420415,-1.45654373,1.939158351,-0.751121604,0.452579475,0.999938054
PTPN3,42.43543698,-0.868924094,1.156874779,-0.751096065,0.452594844,0.999938054
ATRN,875.0923963,-0.430507946,0.57345607,-0.75072524,0.45281803,0.999938054
NT5E,1257.069385,-0.654268229,0.871645824,-0.750612475,0.452885911,0.999938054
CTSH,1507.861268,0.393198063,0.52391362,0.750501701,0.4529526,0.999938054
LGALSL,285.0555542,-0.451982389,0.602257011,-0.750480908,0.452965118,0.999938054
PPP1R16B,2005.918102,0.906488692,1.208543112,0.75006732,0.453214161,0.999938054
P3H1,398.2444378,0.702638413,0.936832562,0.750014935,0.45324571,0.999938054
NPR3,14.21549332,1.663654591,2.218195094,0.750003728,0.453252459,0.999938054
KCNJ5,12.27238576,1.447521303,1.930214188,0.749927812,0.453298183,0.999938054
APC,2024.112762,0.422959869,0.564003174,0.749924625,0.453300102,0.999938054
VCAM1,665.9332403,-0.703210339,0.938019185,-0.749675859,0.45344995,0.999938054
GSK3B,1014.662384,-0.30162783,0.402361626,-0.749643629,0.453469367,0.999938054
TMEM144,153.065083,-0.664000287,0.885783957,-0.749618777,0.453484338,0.999938054
SYTL5,50.21970592,1.138326747,1.518916027,0.749433627,0.453595889,0.999938054
ELK4,124.0908283,0.49268582,0.657490379,0.74934301,0.453650491,0.999938054
APOBEC2,16.30831487,1.252622822,1.671633152,0.749340739,0.453651859,0.999938054
FAM76A,154.246856,-0.400752559,0.534904611,-0.749203785,0.453734388,0.999938054
NISCH,2529.30444,0.382434919,0.51050261,0.749134112,0.453776377,0.999938054
MT1X,2469.188163,0.653875328,0.872948422,0.749042339,0.453831687,0.999938054
KCNJ4,248.525639,0.700360371,0.935124004,0.748949196,0.453887827,0.999938054
DOCK9,398.0907797,0.555389798,0.74161411,0.748893246,0.453921552,0.999938054
B2M,33398.14653,0.573949376,0.766489294,0.748802861,0.453976035,0.999938054
PYGL,746.608801,0.708463868,0.94633799,0.748637248,0.454075875,0.999938054
NEBL,969.3509068,-0.573741898,0.766469381,-0.748551622,0.4541275,0.999938054
EFEMP2,973.5993499,0.776054244,1.036934637,0.748411921,0.454211734,0.999938054
MED29,2333.145694,0.210412617,0.281317329,0.747954694,0.454487486,0.999938054
RPS6KB1,358.3747291,-0.306213042,0.40941987,-0.747919349,0.454508806,0.999938054
CDK20,287.6385262,0.344150504,0.46022113,0.747793792,0.454584547,0.999938054
RCN3,469.321714,0.784840675,1.049544781,0.747791509,0.454585924,0.999938054
NBAT1,54.48884157,-0.583709226,0.780732838,-0.747642724,0.454675687,0.999938054
FBXO30,309.1131356,-0.631142797,0.844329402,-0.74750778,0.454757109,0.999938054
SCARB2,4435.930359,-0.356635625,0.47715084,-0.747427428,0.454805594,0.999938054
NHSL1-AS1,614.6182504,0.406621681,0.544155459,0.747252781,0.454910989,0.999938054
PECR,178.1537374,0.329226172,0.440633662,0.747165275,0.454963802,0.999938054
GNAS,64521.61636,0.214037889,0.28652458,0.747014057,0.455055076,0.999938054
ZNF37A,198.8143864,0.380372374,0.509250915,0.746925265,0.455108674,0.999938054
EME1,43.95839955,0.853988122,1.143494911,0.746822844,0.455170504,0.999938054
GRIP2,122.0318603,1.140115259,1.526947342,0.746663115,0.45526694,0.999938054
NKTR,752.2711551,0.439519837,0.588725779,0.746561222,0.455328463,0.999938054
WNT4,11.03296563,-1.562414843,2.093151846,-0.746441232,0.45540092,0.999938054
HAUS6,370.2077012,-0.345430317,0.462808596,-0.746378351,0.455438893,0.999938054
NPW,51.49591166,1.018336618,1.364423317,0.746349469,0.455456336,0.999938054
EMG1,662.8030482,-0.479347556,0.642257056,-0.746348446,0.455456953,0.999938054
ACBD3,1095.382161,-0.473945754,0.635040135,-0.746324095,0.45547166,0.999938054
SEPTIN1,168.5640893,0.514698017,0.68970779,0.746255189,0.455513276,0.999938054
IL7R,17.29427321,-2.174184201,2.913743151,-0.746182518,0.455557167,0.999938054
APAF1,245.8089745,-0.370993106,0.497198708,-0.746166674,0.455566737,0.999938054
LRP5,673.1231847,-0.422363966,0.566129892,-0.746054875,0.455634267,0.999938054
LRRC3,8.817625703,-1.585042357,2.125140743,-0.745852886,0.455756288,0.999938054
RIPOR1,2002.343779,0.261709435,0.350962432,0.745690738,0.455854256,0.999938054
TFB1M,90.14322934,-0.419794726,0.563025915,-0.745604624,0.455906289,0.999938054
BPGM,589.9247768,-0.354667264,0.47575854,-0.745477451,0.455983138,0.999938054
GLDC,731.3352992,-0.374785326,0.502821487,-0.74536458,0.45605135,0.999938054
ZBTB3,66.978868,-0.514255731,0.689973936,-0.745326315,0.456074477,0.999938054
ATXN7L1,77.16365943,-0.562412043,0.754622076,-0.745289677,0.45609662,0.999938054
TRIM2,1471.751069,-0.276916456,0.371590384,-0.74521965,0.456138945,0.999938054
TNRC6B,361.8847293,-0.481406509,0.646046048,-0.745158199,0.45617609,0.999938054
GGA1,1671.418242,0.295469066,0.396555732,0.745088375,0.456218296,0.999938054
FBXO5,92.48392308,0.527284614,0.707759382,0.745005475,0.45626841,0.999938054
EFNB1,426.2760758,-0.544085362,0.730397236,-0.74491706,0.456321861,0.999938054
AQP1,4156.656608,-0.720160001,0.96703042,-0.744712872,0.456445316,0.999938054
NAB2,828.0074006,0.452109669,0.607101837,0.744701533,0.456452172,0.999938054
AKAP8,506.425543,0.359456272,0.482724634,0.744640416,0.456489129,0.999938054
DYRK3,193.5970605,-0.817258243,1.097758187,-0.744479297,0.456586561,0.999938054
PPARGC1A,139.8850555,-0.564389857,0.758519682,-0.744067519,0.456835629,0.999938054
PDZD7,67.26244627,1.101024616,1.479877121,0.743997323,0.456878095,0.999938054
GON4L,368.7758754,0.3450914,0.463843075,0.743983081,0.456886711,0.999938054
ZSWIM5,130.9092215,0.484909115,0.651789233,0.743966133,0.456896964,0.999938054
HMGA1P8,21.66017895,0.851929169,1.1452349,0.743890332,0.456942825,0.999938054
FNBP1,849.6395279,0.334326273,0.449471191,0.743821361,0.456984555,0.999938054
LINC00471,26.11659298,-1.013461979,1.362874776,-0.743620762,0.457105939,0.999938054
IDI2,33.46268201,-0.692621084,0.931621901,-0.74345728,0.457204877,0.999938054
EPHB6,745.07899,0.996985734,1.34106353,0.74342916,0.457221895,0.999938054
C6orf147,65.93632738,-0.854365558,1.150231357,-0.74277714,0.457616618,0.999938054
ENO1,20604.94018,0.401071454,0.539964114,0.742774277,0.457618352,0.999938054
IPO8,547.1649846,-0.423155859,0.56975982,-0.742691647,0.457668388,0.999938054
SMAP2,1448.465793,0.280765399,0.378104933,0.74255947,0.457748435,0.999938054
GBP3,721.1385142,0.868063243,1.169018916,0.742557054,0.457749897,0.999938054
TMEM132B,697.3854415,-0.524014125,0.70604524,-0.74218208,0.457977024,0.999938054
WDR82,2796.547122,-0.317230173,0.42747839,-0.742096397,0.458028932,0.999938054
KIF5A,25607.75911,1.331100802,1.793861138,0.742031127,0.458068477,0.999938054
TRAM1L1,67.98632571,-1.264103643,1.703682512,-0.741983107,0.458097571,0.999938054
RHOT1,607.2400903,-0.268808592,0.362405148,-0.741735028,0.458247892,0.999938054
PAQR3,400.8217816,-0.485002584,0.654074407,-0.741509801,0.458384391,0.999938054
RGS4,398.2483699,0.870802983,1.174411574,0.741480246,0.458402305,0.999938054
ID2-AS1,49.09621456,-0.606496391,0.818020137,-0.741419878,0.458438895,0.999938054
MYRF,382.8671904,-0.715412313,0.965013333,-0.741349666,0.458481455,0.999938054
PIK3R6,31.99735036,0.664856141,0.896822417,0.741346479,0.458483387,0.999938054
MT1L,77.10982524,0.723156496,0.975497359,0.741320813,0.458498945,0.999938054
STING1,208.0056105,0.47795966,0.644769674,0.741287438,0.458519177,0.999938054
UBQLN2,1071.35327,-0.317625745,0.428548077,-0.741167121,0.458592116,0.999938054
DUS4L,156.5653883,-0.468821034,0.632755947,-0.740919207,0.458742429,0.999938054
CFAP70,17.31673519,-1.788335413,2.41371869,-0.740904655,0.458751253,0.999938054
TMCC3,299.465552,-0.372496158,0.502859748,-0.740755566,0.458841661,0.999938054
ZNF629,603.8601599,-0.310288743,0.418932509,-0.740665228,0.458896448,0.999938054
C19orf25,1185.597297,0.297654998,0.402068099,0.740309909,0.45911197,0.999938054
SNRPD2,3057.049034,0.366707638,0.495380582,0.740254366,0.459145665,0.999938054
TBCB,4064.526696,0.333594866,0.450734117,0.740114524,0.459230507,0.999938054
PMM1,1327.701026,0.246606993,0.333201199,0.740114364,0.459230604,0.999938054
SFXN1,1238.585715,-0.254368197,0.343705519,-0.740075975,0.459253895,0.999938054
SHB,644.9558221,-0.377247267,0.509827508,-0.739950789,0.459329855,0.999938054
RBMS2,348.6238193,0.359346812,0.485717169,0.739827281,0.459404803,0.999938054
TSC22D1-AS1,38.10303011,0.620305786,0.839015757,0.73932555,0.459709338,0.999938054
STEEP1,400.5170589,-0.406615723,0.550078982,-0.739195163,0.459788498,0.999938054
UBE2W,358.2241658,0.331220697,0.448088956,0.739185137,0.459794585,0.999938054
FAP,17.51731356,-1.169744623,1.582604125,-0.739126484,0.459830196,0.999938054
PPP3R1,1381.270203,0.312348346,0.422682575,0.738966698,0.45992722,0.999938054
USP36,708.3420308,0.489395153,0.662310771,0.738920721,0.459955139,0.999938054
SNHG21,160.957037,0.452654918,0.612686184,0.73880386,0.460026107,0.999938054
ZSCAN16,47.15500945,-1.033373058,1.398918432,-0.73869429,0.460092654,0.999938054
NUP43,356.8934383,-0.329397443,0.445965365,-0.738616648,0.460139812,0.999938054
LIPT1,103.2206888,-0.455359782,0.616534921,-0.738579059,0.460162644,0.999938054
IFITM3,4114.109047,0.520375371,0.704570369,0.738571183,0.460167428,0.999938054
PIERCE2,26.08232005,-1.050214605,1.422049123,-0.73852203,0.460197285,0.999938054
SPC25,107.9443651,-0.726485156,0.983801425,-0.738446944,0.460242897,0.999938054
QRICH2,73.73823348,0.608103681,0.823508092,0.738430729,0.460252747,0.999938054
DKFZP586I1420,48.75857572,0.49164174,0.665802803,0.738419451,0.460259598,0.999938054
GPRC5C,350.3228585,-0.811742329,1.099312094,-0.73840935,0.460265734,0.999938054
TRIM62,371.8999599,-0.330471457,0.447597204,-0.738323328,0.460317994,0.999938054
ITPR2,599.0870321,-0.480079657,0.650291699,-0.738252784,0.460360853,0.999938054
PRRG1,159.4038689,-0.601127035,0.814335331,-0.738181204,0.460404343,0.999938054
ESYT1,594.2186332,0.479379448,0.649610632,0.737948895,0.460545505,0.999938054
MAP3K9-DT,29.02264435,1.077187467,1.459850388,0.737875248,0.460590261,0.999938054
OLFM3,48.25330452,1.300881693,1.763736216,0.737571572,0.460774836,0.999938054
PLA2G6,699.1894266,-0.44160757,0.598775012,-0.737518369,0.460807177,0.999938054
KCTD11,417.1814967,-0.413538219,0.560935514,-0.737229518,0.460982786,0.999938054
TBC1D9B,2659.760152,0.234467195,0.31838197,0.736433647,0.461466834,0.999938054
EIF1B,1670.634081,0.295039059,0.400651836,0.736397622,0.461488752,0.999938054
TIMM21,562.9754452,-0.355031201,0.482158498,-0.736337124,0.461525559,0.999938054
ANKRD42,105.3679896,-0.533372177,0.724434113,-0.736260437,0.461572218,0.999938054
LOC100506023,28.93565386,1.094555001,1.486706399,0.736228082,0.461591905,0.999938054
MBOAT1,13.1492654,-1.477076422,2.006284773,-0.736224708,0.461593958,0.999938054
SLC8A3,311.1304624,-1.125363727,1.528700141,-0.736157273,0.461634991,0.999938054
TRAPPC12,1423.256339,-0.380349087,0.516734332,-0.736063124,0.461692283,0.999938054
SNX8,667.3801217,0.288383251,0.391836905,0.735977768,0.461744228,0.999938054
PDCD10,467.7484726,0.296358039,0.402681711,0.735961011,0.461754426,0.999938054
TBC1D17,1574.411007,0.220489689,0.299664674,0.73578806,0.461859689,0.999938054
WARS2,182.8538148,0.330048308,0.448595658,0.735736741,0.461890925,0.999938054
PTRH1,267.8756362,0.462460739,0.628756915,0.735515949,0.46202533,0.999938054
BCL7B,1046.968523,0.303417121,0.412538482,0.735488043,0.462042319,0.999938054
UBL5,5147.467757,0.372452873,0.506415798,0.73546851,0.462054211,0.999938054
S100A8,55.86100471,1.389023299,1.888771453,0.735410998,0.462089226,0.999938054
MAILR,48.28901566,0.588297931,0.800103705,0.735277099,0.462170753,0.999938054
HMGCLL1,37.17451016,1.321273738,1.797842546,0.734921832,0.462387101,0.999938054
WDR20,272.6552685,-0.331455231,0.451081032,-0.734801971,0.462460107,0.999938054
FAF1,740.2862539,0.33125388,0.450912044,0.73463081,0.462564369,0.999938054
MXRA5,18.31342031,-1.428923846,1.945151195,-0.734608111,0.462578197,0.999938054
GLA,410.4179427,0.413171301,0.562441552,0.734603089,0.462581256,0.999938054
SERPINF1,238.9011836,0.472067179,0.642667483,0.734543432,0.4626176,0.999938054
STX3,247.6657619,0.563349439,0.766974457,0.734508735,0.462638738,0.999938054
TMEM33,869.83633,-0.383043609,0.521508206,-0.734492008,0.462648929,0.999938054
BMP8A,86.36733963,0.763215284,1.039227104,0.734406639,0.462700942,0.999938054
CFL2,1614.251642,-0.397805161,0.54173443,-0.734317664,0.462755155,0.999938054
RETREG1,345.0003335,-0.529383701,0.720972856,-0.734263012,0.462788456,0.999938054
CRACDL,271.129897,0.670877123,0.913790861,0.734169219,0.462845611,0.999938054
HMGCS1,3385.085991,0.311071566,0.423731987,0.734123398,0.462873534,0.999938054
PIN4P1,15.91598334,1.187440211,1.617883598,0.733946628,0.462981267,0.999938054
YBX3P1,37.27962091,-0.86574604,1.179593743,-0.733935768,0.462987886,0.999938054
CD300LG,25.54930845,-1.741040376,2.372571637,-0.73381994,0.463058486,0.999938054
IPO13,1437.054752,0.254907133,0.347428523,0.73369662,0.463133659,0.999938054
KCNA1,36.26509537,1.954241957,2.663935908,0.733591957,0.463197464,0.999938054
HSD3B7,257.6834518,0.389493136,0.531026813,0.733471693,0.463270787,0.999938054
STX10,1229.413461,0.335010153,0.45696571,0.7331188,0.463485975,0.999938054
LRFN4,635.1479473,-0.438495189,0.598127925,-0.733112717,0.463489684,0.999938054
LINC00528,7.677082273,1.575795793,2.149649662,0.733047724,0.463529322,0.999938054
CFAP107,12.98210855,1.682980864,2.295967634,0.733015936,0.46354871,0.999938054
NABP1,91.10176061,0.675984045,0.922366111,0.732880401,0.463631378,0.999938054
BCAS3,560.2087772,-0.323274948,0.441123301,-0.73284487,0.463653051,0.999938054
RPS19BP1,1695.792432,0.324696654,0.443378639,0.732323628,0.463971061,0.999938054
VPS37A,396.1793919,-0.325368468,0.444350409,-0.732233979,0.464025768,0.999938054
UBAC2-AS1,45.05213643,1.081336057,1.476784053,0.732223547,0.464032134,0.999938054
ASB14,18.64368591,-1.344216317,1.835859102,-0.732200154,0.46404641,0.999938054
SCAF1,2278.683798,0.313304848,0.4279391,0.732124847,0.46409237,0.999938054
ZNF71,146.0937862,-0.55833232,0.762624743,-0.732119335,0.464095733,0.999938054
MON1B,480.6434353,-0.331455918,0.452842159,-0.731945804,0.464201647,0.999938054
SPIN2B,119.1056773,0.455065038,0.62176348,0.731894125,0.464233192,0.999938054
MRPS5,744.2659129,0.24257985,0.331506106,0.731750777,0.464320698,0.999938054
CIR1,524.8038822,-0.262429836,0.358686234,-0.731641784,0.464387238,0.999938054
TCEAL6,196.8775655,-0.784332225,1.072055258,-0.731615483,0.464403295,0.999938054
ATG2B,304.2577251,-0.38780271,0.530072468,-0.731603193,0.464410799,0.999938054
KCNK2,202.946753,-0.579381149,0.791971319,-0.731568348,0.464432073,0.999938054
B9D1,267.7958637,0.304371321,0.416138845,0.731417709,0.464524052,0.999938054
HECA,549.0567905,0.314597583,0.430246428,0.731203243,0.46465502,0.999938054
PRMT9,107.6458398,-0.469894595,0.642811687,-0.730998836,0.464779864,0.999938054
ZNF212,249.5595778,-0.329285272,0.450504619,-0.730925407,0.464824716,0.999938054
TMEM39A,313.6800613,0.489544994,0.669846531,0.730831573,0.464882036,0.999938054
EDNRB-AS1,24.06529817,-1.279535472,1.750821204,-0.730820183,0.464888994,0.999938054
C6orf118,20.79309056,-0.760163193,1.040556378,-0.730535326,0.465063028,0.999938054
TPK1,41.77476358,-0.61460951,0.841587436,-0.730297867,0.465208132,0.999938054
TWSG1,789.1116429,0.711970721,0.975428558,0.729905553,0.465447918,0.999938054
CBLB,234.4937678,-0.32063452,0.439291873,-0.729889486,0.46545774,0.999938054
MTMR12,288.1693992,0.384324599,0.52659769,0.729825836,0.46549665,0.999938054
ADAMTSL3,12.70231899,1.463043671,2.005890974,0.729373475,0.465773238,0.999938054
PEX12,304.6052152,-0.349793768,0.479693148,-0.729203178,0.465877388,0.999938054
MCTS2,50.95056595,-0.529123555,0.7258026,-0.729018544,0.465990319,0.999938054
NEURL3,63.21621728,-1.058003472,1.451758247,-0.728773867,0.46614,0.999938054
TMEM182,67.42409688,-0.644015761,0.883732271,-0.728745326,0.466157461,0.999938054
RAB22A,869.0621951,-0.270511185,0.371267694,-0.72861493,0.466237243,0.999938054
POLR2M,347.1902852,-0.288683564,0.396243782,-0.728550395,0.466276731,0.999938054
LCA5,87.49518727,-0.566952805,0.77830843,-0.728442328,0.46634286,0.999938054
SOAT1,772.6139815,0.49737412,0.682802488,0.728430444,0.466350132,0.999938054
NEXMIF,77.27508889,-1.048248453,1.439112176,-0.728399405,0.466369127,0.999938054
CYP4F11,56.53727324,-0.683024822,0.937738811,-0.72837427,0.46638451,0.999938054
IL16,68.25050457,0.688787425,0.945834672,0.72823237,0.466471354,0.999938054
TBCEL,198.7694699,-0.382766118,0.525693912,-0.728115942,0.466542616,0.999938054
CCDC183,73.55636906,0.707103185,0.971262296,0.728024951,0.466598313,0.999938054
ACOT7,1254.677406,0.441780062,0.607091833,0.727698905,0.466797921,0.999938054
GHDC,823.3448724,-0.369328472,0.507618937,-0.727570319,0.466876655,0.999938054
MARS2,169.0669165,-0.625173659,0.859469635,-0.727394702,0.466984199,0.999938054
GAS6,754.453063,0.476569219,0.655213729,0.727349258,0.46701203,0.999938054
TDRP,114.1671675,-0.370663055,0.509754712,-0.727140027,0.467140181,0.999938054
WDR1,5428.039136,0.333898879,0.459200162,0.727131448,0.467145435,0.999938054
SDHAP4,202.407285,0.398094398,0.547550544,0.727045936,0.467197816,0.999938054
BGN,3593.501782,0.905695594,1.24574698,0.727030134,0.467207496,0.999938054
ELP1,526.8362745,0.312632066,0.43003813,0.72698685,0.467234011,0.999938054
SEMA3B,990.3093408,-0.305528226,0.420406468,-0.726744827,0.467382287,0.999938054
PKM,29134.55089,0.335779364,0.462048963,0.726718143,0.467398637,0.999938054
TMEM167A,1592.063747,-0.269999909,0.371535633,-0.726713364,0.467401565,0.999938054
ANKRD24,233.2771153,0.614769043,0.84609794,0.726593239,0.467475171,0.999938054
